Sample.ID,Sex,Age,Year,month,locality,Lat,Long,Length,Type,Lifestage,State,Species,Region,Place Holder
UA_111044,F,17.4 months,2003,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111045,M,17.4 months,2003,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111046,F,5.23 months,2003,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111047,F,17.43 months,2003,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111049,F,5.27 months,2003,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111051,M,5.27 months,2003,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111052,M,5.3 months,2003,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111053,M,5.3 months,2003,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111054,M,5.3 months,2003,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111055,F,5.3 months,2003,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111058,M,20.53 months,2004,2,Specific locality unknown,58.562202,-134.910806,,,,,Sea Lion,,
UA_111064,M,20.67 months,2004,2,Specific locality unknown,58.562202,-134.910806,,,,,Sea Lion,,
UA_111065,M,8.5 months,2004,2,Specific locality unknown,58.562202,-134.910806,,,,,Sea Lion,,
UA_111069,M,8.53 months,2004,2,Specific locality unknown,58.562202,-134.910806,,,,,Sea Lion,,
UA_111071,M,8.53 months,2004,2,Specific locality unknown,58.562202,-134.910806,,,,,Sea Lion,,
UA_111073,M,10.9 months,2004,5,Oglala Point,51.869134,-176.29104,,,,,Sea Lion,,
UA_111075,M,10.9 months,2004,5,Silak Island,51.8136,-176.243766,,,,,Sea Lion,,
UA_111076,M,10.9 months,2004,5,Silak Island,51.8136,-176.243766,,,,,Sea Lion,,
UA_111077,F,23.37 months,2004,5,Tanaga Island,51.801725,-177.922551,,,,,Sea Lion,,
UA_111078,M,23.47 months,2004,5,Billings Head,54.283539,-165.481323,,,,,Sea Lion,,
UA_111083,M,14.37 months,2004,8,Southwest Brothers Island,57.295176,-133.855464,,,,,Sea Lion,,
UA_111085,M,26.53 months,2004,8,Southwest Brothers Island,57.295176,-133.855464,,,,,Sea Lion,,
UA_111086,F,26.53 months,2004,8,Southwest Brothers Island,57.295176,-133.855464,,,,,Sea Lion,,
UA_111089,M,2.2 months,2004,8,Specific locality unknown,55.8757,-134.592711,,,,,Sea Lion,,
UA_111092,M,2.2 months,2004,8,Specific locality unknown,55.8757,-134.592711,,,,,Sea Lion,,
UA_111093,F,2.2 months,2004,8,Specific locality unknown,55.8757,-134.592711,,,,,Sea Lion,,
UA_111094,M,2.23 months,2004,8,Shore 11 South,54.801791,-133.523154,,,,,Sea Lion,,
UA_111100,M,2.28 months,2004,8,Shore 11 South,54.801791,-133.523154,,,,,Sea Lion,,
UA_111102,M,2.29 months,2004,8,Sea Lion Rocks,54.801791,-133.523154,,,,,Sea Lion,,
UA_111103,M,2.29 months,2004,8,Sea Lion Rocks,54.801791,-133.523154,,,,,Sea Lion,,
UA_111104,F,2.29 months,2004,8,Sea Lion Rocks,54.801791,-133.523154,,,,,Sea Lion,,
UA_111105,F,2.29 months,2004,8,Sea Lion Rocks,54.801791,-133.523154,,,,,Sea Lion,,
UA_111107,M,2.31 months,2004,8,North Rocks,54.834272,-133.530914,,,,,Sea Lion,,
UA_111108,M,2.31 months,2004,8,North Rocks,54.834272,-133.530914,,,,,Sea Lion,,
UA_111110,M,14.57 months,2004,8,Southwest Brothers Island,57.295176,-133.855464,,,,,Sea Lion,,
UA_111111,F,14.57 months,2004,8,Sail Island,57.348114,-133.720939,,,,,Sea Lion,,
UA_111113,M,14.57 months,2004,8,Sail Island,57.348114,-133.720939,,,,,Sea Lion,,
UA_111117,M,8.37 months,2005,2,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111118,M,7.33 months,2005,1,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111123,M,22.1 months,2006,4,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111124,M,7.37 months,2005,1,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111125,F,7.37 months,2005,1,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111126,F,8.63 months,2005,3,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111128,F,22.13 months,2006,4,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111131,M,7.4 months,2005,1,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111134,M,7.43 months,2005,1,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111136,M,8.73 months,2005,3,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111138,M,8.37 months,2005,2,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111139,M,7.43 months,2005,1,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111140,M,8.37 months,2005,2,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111141,F,19.67 months,2005,1,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111142,M,7.47 months,2005,1,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111143,M,8.37 months,2005,2,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111145,F,31.87 months,2005,1,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111146,F,19.7 months,2005,1,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111148,M,7.53 months,2005,1,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111156,M,7.6 months,2005,1,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111157,M,19.8 months,2005,1,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111161,M,20.67 months,2005,2,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111163,M,20.8 months,2005,2,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111166,F,10.28 months,2005,4,Silak Island,51.8136,-176.243766,,,,,Sea Lion,,
UA_111172,F,10.38 months,2005,4,Specific locality unknown,51.76041,-176.620651,,,,,Sea Lion,,
UA_111173,F,10.43 months,2005,4,Ship Rock,51.754505,-177.233902,,,,,Sea Lion,,
UA_111176,F,10.47 months,2005,4,Oglala Point,51.869134,-176.29104,,,,,Sea Lion,,
UA_111178,M,10.72 months,2005,5,Specific locality unknown,51.76041,-176.620651,,,,,Sea Lion,,
UA_111184,F,5.05 months,2005,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111185,F,9.73 months,2006,4,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111188,F,5.08 months,2005,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111189,M,9.6 months,2006,3,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111191,F,5.08 months,2005,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111192,M,5.11 months,2005,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111193,F,5.11 months,2005,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111194,F,5.11 months,2005,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111196,F,9.77 months,2006,4,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111198,F,5.15 months,2005,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111199,F,5.15 months,2005,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111202,M,5.15 months,2005,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111205,F,5.18 months,2005,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111206,F,5.18 months,2005,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111208,M,9.7 months,2006,4,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111209,M,5.23 months,2005,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111213,F,5.23 months,2005,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111214,M,10.13 months,2008,4,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111217,F,9.8 months,2008,4,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111218,M,4.95 months,2007,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111220,M,4.95 months,2007,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111224,F,5.01 months,2007,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111226,M,9.83 months,2008,4,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111227,M,5.01 months,2007,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111229,M,5.08 months,2007,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111236,F,5.08 months,2007,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111240,F,5.11 months,2007,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111241,F,10.03 months,2008,4,The Needle,60.11192,-147.601654,,,,,Sea Lion,,
UA_111242,M,5.11 months,2007,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111245,F,5.15 months,2007,11,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111246,F,9.77 months,2008,4,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111247,F,5.15 months,2007,11,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111249,M,9.8 months,2008,4,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111250,M,5.15 months,2007,11,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111253,M,5.18 months,2007,11,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111254,M,9.83 months,2008,4,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111255,F,5.18 months,2007,11,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111256,M,5.21 months,2007,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111262,F,5 months,2009,11,Specific locality unknown,58.643392,-136.044755,,,,,Sea Lion,,
UA_111263,F,5 months,2009,11,Specific locality unknown,58.643392,-136.044755,,,,,Sea Lion,,
UA_111264,F,5 months,2009,11,Specific locality unknown,58.643392,-136.044755,,,,,Sea Lion,,
UA_111265,M,17 months,2009,11,Specific locality unknown,58.643392,-136.044755,,,,,Sea Lion,,
UA_111267,M,5 months,2009,11,Specific locality unknown,58.643392,-136.044755,,,,,Sea Lion,,
UA_111268,M,17 months,2009,11,Specific locality unknown,58.643392,-136.044755,,,,,Sea Lion,,
UA_111271,F,17 months,2009,11,Specific locality unknown,58.643392,-136.044755,,,,,Sea Lion,,
UA_111272,F,5 months,2009,11,Specific locality unknown,58.643392,-136.044755,,,,,Sea Lion,,
UA_111273,M,5 months,2009,11,Specific locality unknown,58.643392,-136.044755,,,,,Sea Lion,,
UA_111275,M,5 months,2009,11,Specific locality unknown,58.643392,-136.044755,,,,,Sea Lion,,
UA_111279,F,5 months,2009,11,Specific locality unknown,58.643392,-136.044755,,,,,Sea Lion,,
UA_111280,M,5 months,2009,11,Specific locality unknown,58.643392,-136.044755,,,,,Sea Lion,,
UA_111282,M,5 months,2009,11,Specific locality unknown,58.643392,-136.044755,,,,,Sea Lion,,
UA_111283,F,5 months,2009,11,Specific locality unknown,58.643392,-136.044755,,,,,Sea Lion,,
UA_111289,M,5 months,2009,11,Specific locality unknown,58.643392,-136.044755,,,,,Sea Lion,,
UA_111293,M,9.67 months,2006,4,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111294,M,2.32 months,2004,8,Sea Lion Rocks,54.801791,-133.523154,,,,,Sea Lion,,
UA_111296,M,2.28 months,2004,8,Shore 11 South,54.801791,-133.523154,,,,,Sea Lion,,
UA_111297,M,2.31 months,2004,8,North Rocks,54.834272,-133.530914,,,,,Sea Lion,,
UA_111298,M,3.02 months,2001,9,Specific locality unknown,54.209576,-164.824313,,,,,Sea Lion,,
UA_111299,M,4.95 months,2001,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111301,M,9.73 months,2006,4,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111304,F,5.11 months,2005,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111305,F,10 months,2006,4,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111306,F,5.11 months,2005,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111308,F,4.92 months,2007,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111309,F,5.21 months,2007,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111310,M,8.33 months,2004,2,Specific locality unknown,58.562202,-134.910806,,,,,Sea Lion,,
UA_111316,M,8.3 months,2004,2,Specific locality unknown,58.562202,-134.910806,,,,,Sea Lion,,
UA_111317,M,4.63 months,2003,11,Little Island,58.54137,-135.045892,,,,,Sea Lion,,
UA_111321,F,5.07 months,2003,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111322,M,5.03 months,2003,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111324,F,5.03 months,2003,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111329,F,5.05 months,2005,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111330,M,9.6 months,2006,3,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111332,F,4.95 months,2001,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111336,M,4.95 months,2001,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111342,F,17.23 months,2003,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111343,M,17.23 months,2003,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111344,M,8.4 months,2005,2,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111345,M,7.33 months,2005,1,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111346,U,0 months,2000,1,Billings Head,54.283539,-165.481323,,,,,Sea Lion,,
UA_111348,U,0 months,2000,1,Specific locality unknown,58.643392,-136.044755,,,,,Sea Lion,,
UA_111349,U,0 months,2000,1,Yunaska Island,52.631262,-170.696206,,,,,Sea Lion,,
UA_111353,U,0 months,2000,1,The Needle,60.11192,-147.601654,,,,,Sea Lion,,
UA_111355,U,0 months,2000,1,Little Island,58.54137,-135.045892,,,,,Sea Lion,,
UA_111356,U,0 months,2000,1,Sea Otter Island,58.52265,-152.217827,,,,,Sea Lion,,
UA_111704,M,,2006,1,"On beach, approximately one mile from school, Nazan Bay",52.2,-174.1,,,,,Sea Lion,,
UA_112633,U,pup,2000,1,Specific locality unknown,59.64146667,-149.6143056,,,pup,,Sea Lion,,
UA_112637,F,7 months,2000,1,Specific locality unknown,58.56250833,-134.9116389,,,,,Sea Lion,,
UA_113858,M,,2011,7,Glacier Bay,58.760837,-136.348303,,,,,Sea Lion,,
UA_11507,M,adult,1960,9,Akeftapak,63.70277778,-171.6577778,,,adult,,Sea Lion,,
UA_11508,F,neonate,1957,7,Seldovia,59.43333333,-151.7,,,neonate,,Sea Lion,,
